pas	CNTRL_29765	KD_29766	CNTRL_32682	KD_32683	PAS_overlap
chr14:-:90871281:TE	0.88	1.56	1.07	0.33	OVERLAP
chr14:-:90870442:TE	10.87	6.08	6.13	6.20	OK
chr14:-:90847862:TE	1.47	2.01	1.33	1.96	OK
chr1:+:150280881:TE	0.00	3.12	0.53	0.76	OVERLAP
chr1:+:150280930:TE	7.49	12.27	11.43	19.04	OVERLAP
chr22:-:25351467:TE	2.64	0.45	0.67	0.22	OVERLAP
chr22:-:25351421:TE	1.76	1.79	1.60	1.41	OVERLAP
chr12:+:66346799:TE	2.94	0.45	1.60	1.63	OK
chr12:+:66347644:TE	1.76	3.79	1.07	4.02	OK
chr1:+:206461493:TE	2.35	1.12	2.00	1.96	OK
chr1:+:206464434:TE	21.84	15.90	23.47	21.08	OK
chr3:+:194138484:TE	3.53	8.70	5.33	6.63	OVERLAP
chr3:+:194138620:TE	117.10	199.12	191.47	228.61	OVERLAP
chr3:+:194138689:TE	0.29	0.89	0.93	1.63	OVERLAP
chr3:+:194138731:TE	4.70	8.48	5.07	5.43	OVERLAP
chr8:-:108201887:TE	0.88	2.56	0.76	1.41	OVERLAP
chr8:-:108201799:TE	0.88	0.74	2.84	1.59	OVERLAP
chr8:-:108201744:TE	805.43	1064.88	320.71	586.37	OVERLAP
chr15:-:67201737:TE	1.18	0.22	0.13	0.22	OVERLAP
chr15:-:67201673:TE	47.02	44.67	56.93	43.93	OVERLAP
chr15:-:67201015:TE	7.49	14.73	9.07	7.88	OK
chr2:-:159771764:TE	8.23	4.02	3.47	3.94	OVERLAP
chr2:-:159771662:TE	2.12	2.01	1.07	1.96	OVERLAP
chr2:-:159771552:TE	8.82	2.68	4.27	2.17	OVERLAP
chr2:-:159770646:TE	1.47	0.89	0.67	0.65	OK
chr2:-:159768856:TE	20.57	25.66	12.99	11.19	OVERLAP
chr2:-:159768630:TE	3.82	4.91	2.27	2.39	OVERLAP
chr1:+:24840954:TE	5.58	2.79	9.73	5.81	OK
chr1:+:24841789:TE	1.18	2.01	1.80	0.98	OVERLAP
chr1:+:24842024:TE	1.18	1.34	1.53	0.98	OVERLAP
chr1:+:24842307:TE	0.88	2.45	1.20	2.72	OVERLAP
chr1:+:24842740:TE	1.18	1.34	1.47	1.96	OK
chr1:+:24843666:TE	0.07	0.86	1.63	1.12	OK
chr1:+:24844324:TE	172.77	165.97	98.79	127.22	OK
chr10:+:38122235:TE	2.50	0.45	1.60	0.65	OK
chr10:+:38123299:TE	2.64	1.12	0.40	0.00	OK
chr10:+:38124619:TE	3.23	0.89	3.53	2.07	OVERLAP
chr10:+:38124705:TE	1.18	0.22	0.13	0.00	OVERLAP
chr1:-:46043656:TE	0.29	0.89	2.27	2.07	OK
chr1:-:46042693:TE	0.00	0.00	2.13	0.33	OK
chr19:-:12954292:TE	2.35	2.45	4.93	1.52	OVERLAP
chr19:-:12954157:TE	123.70	60.25	186.09	104.95	OVERLAP
chr16:+:68228600:TE	6.17	2.90	4.53	5.00	OK
chr16:+:68229108:TE	3.82	7.81	4.27	5.43	OVERLAP
chr16:+:68229258:TE	6.71	11.60	17.47	16.67	OVERLAP
chr6:-:79487736:TE	2.06	0.67	1.20	0.00	OK
chr6:-:79484979:TE	11.46	8.70	8.67	5.33	OK
chr17:-:17221242:TE	0.88	0.45	1.47	1.30	OVERLAP
chr17:-:17221172:TE	0.88	1.34	1.33	0.54	OVERLAP
chr19:+:57621924:TE	5.58	6.70	11.93	8.26	OK
chr19:+:57623353:TE	14.10	9.82	9.20	9.46	OK
chr19:+:57624723:TE	1.76	7.25	3.76	5.65	OK
chr12:-:112029329:TE	3.53	10.49	4.00	9.48	OK
chr12:-:112027785:TE	19.10	30.46	17.20	22.41	OVERLAP
chr12:-:112027393:TE	1.76	1.56	1.20	2.63	OVERLAP
chr12:-:112027277:TE	5.88	6.47	4.67	8.08	OVERLAP
chr12:-:112027135:TE	0.00	1.12	0.00	0.65	OVERLAP
chr12:-:112026899:TE	4.11	27.67	7.49	15.54	OVERLAP
chr12:-:112026840:TE	4.11	14.06	4.01	8.37	OVERLAP
chr12:-:112026690:TE	8.96	22.65	8.72	19.18	OVERLAP
chr16:-:84124297:TE	0.59	0.00	1.20	0.98	OK
chr16:-:84123611:TE	0.29	1.56	1.20	0.98	OVERLAP
chr16:-:84123573:TE	0.59	0.45	1.07	0.87	OVERLAP
chr16:-:84122717:TE	0.96	0.67	1.73	1.85	OK
chr16:-:84122284:TE	28.21	42.87	21.47	29.99	OK
chr3:+:180976240:TE	3.82	3.35	3.33	1.11	OVERLAP
chr3:+:180976358:TE	3.23	3.46	2.00	1.25	OVERLAP
chr3:+:180976497:TE	1.18	0.45	1.47	0.65	OVERLAP
chr3:+:180976545:TE	57.15	32.54	67.57	41.17	OVERLAP
chr3:+:180977152:TE	47.82	89.05	62.00	72.52	OK
chr3:+:180979688:TE	0.88	1.56	1.93	0.87	OK
chr6:+:28301220:TE	0.59	2.90	0.93	0.98	OVERLAP
chr6:+:28301460:TE	9.57	4.24	8.93	6.07	OVERLAP
chr6:+:28302413:TE	2.06	1.12	0.47	0.87	OVERLAP
chr6:+:28302548:TE	3.53	8.03	5.60	13.91	OVERLAP
chr20:-:32447130:TE	1.47	3.82	2.67	0.76	OK
chr20:-:32444305:TE	4.11	5.58	1.33	2.39	OK
chr16:-:2253460:TE	0.88	0.00	1.07	0.11	OVERLAP
chr16:-:2253213:TE	4.46	7.92	5.81	5.89	OVERLAP
chr16:-:2253123:TE	189.55	300.83	525.74	431.46	OVERLAP
chr11:+:67285492:TE	0.88	1.12	0.27	1.52	OK
chr11:+:67286555:TE	26.51	41.41	22.40	21.50	OK
chr7:-:135185768:TE	8.23	13.50	5.60	7.55	OK
chr7:-:135185220:TE	9.84	8.30	11.25	7.83	OK
chr7:-:135183839:TE	0.88	0.22	1.20	0.69	OK
chr2:+:213317300:TE	1.47	1.12	2.00	0.22	OK
chr2:+:213317976:TE	8.29	4.02	9.20	4.56	OK
chr1:+:210244070:TE	0.88	2.34	1.20	1.09	OVERLAP
chr1:+:210244118:TE	3.38	5.10	1.93	2.07	OVERLAP
chr1:+:210246251:TE	2.06	4.13	3.73	1.90	OK
chr18:-:319566:TE	0.59	1.79	0.80	1.44	OVERLAP
chr18:-:319425:TE	11.17	11.38	9.33	8.15	OVERLAP
chr18:-:319358:TE	6.17	9.15	3.87	3.37	OVERLAP
chr18:-:316738:TE	1.76	0.00	0.80	0.11	OK
chr10:+:35211890:TE	9.46	13.61	14.93	18.80	OVERLAP
chr10:+:35212052:TE	1.76	0.22	0.40	0.33	OVERLAP
chr10:+:35212122:TE	3.89	2.23	4.93	6.20	OVERLAP
chr10:+:35212378:TE	3.38	3.57	5.47	6.41	OVERLAP
chr10:+:35212463:TE	12.05	5.36	8.00	9.02	OVERLAP
chr10:+:35212975:TE	3.23	1.79	2.93	1.96	OK
chr20:+:24666531:TE	1.47	2.01	0.67	0.98	OVERLAP
chr20:+:24666582:TE	2.94	2.34	0.80	1.63	OVERLAP
chr8:-:90995447:TE	3.53	4.76	2.93	1.52	OK
chr8:-:90994992:TE	2.35	4.91	3.87	4.24	OK
chr8:-:90994277:TE	12.05	4.76	10.53	9.78	OK
chr8:-:90993797:TE	1.76	0.45	1.73	0.87	OK
chr1:+:7984922:TE	0.29	0.22	0.67	1.63	OVERLAP
chr1:+:7985221:TE	2.06	1.34	1.73	4.56	OVERLAP
chr1:+:7985281:TE	1070.81	806.30	1500.21	1511.36	OVERLAP
chr1:+:7985342:TE	4.41	5.13	2.13	2.72	OVERLAP
chr1:+:7985505:TE	0.88	1.12	1.07	0.76	OVERLAP
chr17:+:61392405:TE	0.00	1.12	0.13	0.76	OK
chr17:+:61392830:TE	26.74	18.30	36.73	24.45	OK
chr1:-:229324472:TE	0.59	4.02	1.07	2.28	OK
chr1:-:229322831:TE	1.18	1.56	0.53	0.54	OK
chr14:+:23325325:TE	29.41	48.44	118.64	118.67	OVERLAP
chr14:+:23325378:TE	182.10	154.89	151.60	123.01	OVERLAP
chr14:+:23325431:TE	0.29	1.67	0.40	0.54	OVERLAP
chr14:+:23326150:TE	1.47	2.57	1.60	0.65	OK
chr17:+:28326763:TE	14.10	16.07	4.80	3.48	OVERLAP
chr17:+:28326872:TE	2.35	1.14	2.40	2.93	OVERLAP
chr17:+:28327116:TE	1.47	1.79	0.80	2.17	OVERLAP
chr17:+:28327567:TE	1.76	2.68	1.27	1.41	OVERLAP
chr17:+:28327665:TE	1.18	0.45	0.27	1.09	OVERLAP
chr17:+:28327761:TE	5.88	22.54	5.60	9.37	OVERLAP
chr17:+:28328224:TE	78.16	110.10	112.04	139.02	OK
chr17:+:28328705:TE	12.34	42.85	19.38	42.19	OK
chr16:-:74622908:TE	1.47	0.67	1.87	1.52	OK
chr16:-:74621400:TE	21.21	39.72	25.47	25.79	OK
chr6:+:16146826:TE	16.16	12.33	8.80	6.43	OK
chr6:+:16148245:TE	24.10	38.61	32.13	36.86	OK
chr16:-:29858452:TE	1.47	0.22	0.67	0.43	OVERLAP
chr16:-:29858358:TE	59.21	90.18	66.70	86.32	OVERLAP
chr6:+:84089817:TE	0.00	0.45	0.67	1.20	OK
chr6:+:84090880:TE	8.33	7.81	11.20	7.28	OK
chr14:+:58360915:TE	0.88	1.34	0.13	0.43	OVERLAP
chr14:+:58361022:EX	3.23	1.34	0.00	0.65	OVERLAP
chr12:+:67313180:TE	27.13	60.93	40.60	50.91	OVERLAP
chr12:+:67313216:TE	1.18	3.12	0.67	2.23	OVERLAP
chr12:+:67313300:TE	0.59	1.34	0.67	0.43	OVERLAP
chr12:+:67313687:TE	0.00	2.45	1.07	1.20	OVERLAP
chr12:+:67314140:TE	5.05	3.79	4.27	3.48	OVERLAP
chr12:+:67314319:TE	4.41	1.79	2.27	0.87	OVERLAP
chr12:+:67314618:TE	12.78	16.74	21.28	22.17	OVERLAP
chr12:+:67314685:TE	2.94	2.23	2.67	3.15	OVERLAP
chr12:+:67314830:TE	0.29	4.24	2.93	1.85	OVERLAP
chr12:+:67316096:TE	0.88	1.56	1.20	1.20	OVERLAP
chr12:+:67316285:TE	2.35	5.69	2.68	3.91	OVERLAP
chr12:+:67319968:TE	1.18	5.36	2.04	2.72	OK
chr17:+:22523296:TE	12.46	9.19	3.62	3.76	OVERLAP
chr17:+:22523362:TE	19.80	14.37	3.85	4.16	OVERLAP
chr17:+:22523456:TE	1.25	0.80	0.38	0.23	OVERLAP
chr17:+:22523476:TE	63.59	68.33	19.33	23.44	OVERLAP
chr17:+:22523768:TE	2.41	0.84	0.37	0.46	OVERLAP
chr17:+:22524470:TE	18.90	14.58	12.07	8.55	OVERLAP
chr17:+:22524658:TE	745.46	425.05	90.40	51.40	OVERLAP
chr1:-:217609722:TE	0.59	0.22	1.07	0.65	OK
chr1:-:217608177:TE	7.79	27.67	12.80	29.27	OK
chr17:-:68421441:TE	1.18	0.22	1.47	0.22	OVERLAP
chr17:-:68421282:TE	19.65	17.97	30.93	18.59	OVERLAP
chr16:-:18808748:TE	0.59	0.67	1.20	0.22	OVERLAP
chr16:-:18808438:TE	1.47	5.80	4.80	4.89	OVERLAP
chr16:-:18804985:TE	4.11	3.79	6.93	4.02	OVERLAP
chr16:-:18804861:TE	72.14	60.26	78.38	67.29	OVERLAP
chr12:+:14498249:TE	9.40	4.02	6.40	4.13	OVERLAP
chr12:+:14498291:TE	2.94	1.79	4.27	3.04	OVERLAP
chr12:+:14502928:TE	7.79	14.34	6.80	11.19	OK
chr3:-:139357684:TE	0.88	1.12	0.93	0.76	OVERLAP
chr3:-:139357639:TE	1.18	2.23	1.87	1.09	OVERLAP
chr3:-:139357463:TE	0.59	1.34	2.00	0.87	OVERLAP
chr8:+:41544713:TE	1.82	3.35	2.93	3.48	OVERLAP
chr8:+:41545032:TE	3.53	2.90	2.00	2.28	OVERLAP
chr1:+:210162326:TE	0.88	0.22	1.60	0.33	OVERLAP
chr1:+:210162502:TE	1.18	0.00	1.07	0.00	OVERLAP
chr14:+:45115443:TE	1.47	2.01	1.20	0.65	OVERLAP
chr14:+:45115599:TE	215.51	198.41	125.71	129.82	OVERLAP
chr15:-:101272256:TE	7.79	3.35	5.50	4.06	OVERLAP
chr15:-:101272183:TE	126.87	155.70	107.75	77.83	OVERLAP
chr7:-:66987778:TE	0.59	0.22	1.13	1.09	OVERLAP
chr7:-:66987683:TE	49.28	61.00	40.19	49.15	OVERLAP
chr12:-:96278603:TE	1.47	2.23	1.20	1.85	OVERLAP
chr12:-:96278549:TE	26.30	38.39	19.07	22.53	OVERLAP
chr18:+:211895:TE	5.00	4.98	5.92	10.00	OVERLAP
chr18:+:211987:TE	0.88	1.12	1.47	0.98	OVERLAP
chr18:+:212047:TE	16.75	20.09	23.47	22.93	OVERLAP
chr18:+:212225:TE	3.53	4.24	2.27	2.07	OVERLAP
chr18:+:212267:TE	0.65	0.45	3.22	2.61	OVERLAP
chr18:+:212852:TE	2.94	6.92	7.60	6.96	OK
chr18:+:214627:TE	8.08	4.46	7.61	9.47	OK
chr2:+:119263596:TE	1.47	3.12	3.47	2.28	OK
chr2:+:119265649:TE	31.00	23.43	10.40	11.63	OK
chr4:+:140381180:TE	1.18	0.22	0.00	0.43	OK
chr4:+:140381881:TE	10.97	6.05	6.13	3.15	OVERLAP
chr4:+:140382160:TE	1.47	0.56	0.93	0.98	OVERLAP
chr4:+:140382460:TE	1.47	0.00	0.67	0.43	OVERLAP
chr4:+:140382550:TE	157.58	131.22	200.56	175.46	OVERLAP
chr4:+:140385726:TE	1.47	1.12	0.27	0.11	OK
chr3:+:179784365:TE	2.64	3.42	1.87	1.09	OVERLAP
chr3:+:179784729:TE	4.11	1.81	2.40	2.83	OVERLAP
chr3:+:179786400:TE	2.64	1.56	2.40	2.17	OK
chr3:+:179786936:TE	0.59	1.12	1.47	0.76	OK
chr3:+:179789399:TE	6.17	12.22	6.67	8.69	OK
chr17:-:57862862:TE	0.59	0.00	1.07	0.54	OK
chr17:-:57861604:TE	12.51	11.27	21.44	15.51	OK
chr12:+:103988115:TE	0.29	0.00	1.07	0.22	OK
chr12:+:103988766:TE	4.11	4.91	6.73	7.50	OVERLAP
chr12:+:103988818:TE	3.09	7.51	6.69	6.76	OVERLAP
chr12:+:103988866:TE	34.38	30.69	29.73	36.21	OVERLAP
chr2:-:27070540:TE	1.18	0.45	0.80	0.43	OVERLAP
chr2:-:27070471:TE	279.05	241.23	289.09	286.57	OVERLAP
chr5:+:112867515:TE	128.76	88.05	165.15	94.09	OVERLAP
chr5:+:112867906:TE	271.39	231.87	298.63	236.82	OVERLAP
chr5:+:112868098:TE	0.88	0.00	0.67	1.52	OVERLAP
chr5:+:112868393:TE	1.47	6.29	1.60	7.30	OVERLAP
chr7:+:76066493:TE	0.59	2.01	2.27	1.74	OVERLAP
chr7:+:76066589:TE	216.93	282.39	364.30	408.28	OVERLAP
chr7:+:76067506:TE	11.17	10.27	12.53	16.41	OK
chr2:+:112575800:TE	0.00	1.34	1.07	1.21	OVERLAP
chr2:+:112575994:TE	4.41	3.79	2.13	3.59	OVERLAP
chr2:+:112576167:TE	0.88	1.12	0.27	0.33	OVERLAP
chr2:+:112576295:TE	23.51	24.33	21.07	30.11	OVERLAP
chr2:+:112577055:TE	0.00	1.56	0.40	0.54	OVERLAP
chr2:+:112577147:TE	0.88	3.79	1.60	3.48	OVERLAP
chrX:+:53087802:TE	1.76	0.22	0.40	0.11	OK
chrX:+:53088539:TE	66.24	23.67	64.76	29.89	OK
chr20:-:3227492:TE	2.06	2.45	2.80	2.72	OVERLAP
chr20:-:3227422:TE	5.88	5.06	8.83	7.77	OVERLAP
chr5:-:32124901:TE	2.06	1.79	0.53	0.65	OVERLAP
chr5:-:32124718:TE	86.75	93.58	148.68	100.80	OVERLAP
chr14:-:39150169:TE	1.47	1.34	0.27	0.22	OVERLAP
chr14:-:39149792:TE	4.11	4.46	7.60	6.97	OVERLAP
chr14:-:39147815:TE	3.47	4.02	6.40	7.50	OK
chr6:-:99402588:EX	192.47	143.09	98.26	75.17	OVERLAP
chr6:-:99402540:EX	4.60	5.27	2.67	1.09	OVERLAP
chr2:-:171784818:TE	6.76	4.04	6.40	4.89	OVERLAP
chr2:-:171784779:TE	11.75	10.04	10.67	9.24	OVERLAP
chr2:-:171784371:TE	8.52	6.25	6.53	6.54	OK
chr17:-:43769383:TE	0.00	0.00	1.73	0.33	OK
chr17:-:43768286:TE	5.44	2.23	5.73	2.17	OK
chr17:-:43766520:TE	5.58	6.47	9.07	2.50	OK
chr17:-:43766108:TE	77.94	52.28	77.24	75.54	OK
chr13:-:75285117:TE	2.06	1.34	3.07	0.87	OK
chr13:-:75284665:TE	35.56	36.60	56.98	34.23	OK
chr3:+:19984501:TE	2.06	2.23	4.27	1.41	OK
chr3:+:19984928:TE	1.18	1.56	2.00	0.98	OVERLAP
chr3:+:19985183:TE	27.47	48.99	81.95	72.47	OVERLAP
chr17:-:4945779:TE	5.88	8.48	5.47	2.93	OVERLAP
chr17:-:4945721:TE	1.76	0.89	1.20	1.52	OVERLAP
chr17:-:4945641:TE	1585.40	2757.11	3268.24	3863.96	OVERLAP
chr10:+:84514405:TE	2.50	0.67	2.95	0.76	OK
chr10:+:84514805:TE	1.18	2.01	5.33	2.72	OK
chr10:+:84517705:TE	1.18	0.11	0.13	0.43	OK
chr10:+:84518534:TE	5.00	5.36	7.47	8.48	OK
chr5:-:53885430:TE	0.88	0.45	0.00	1.47	OK
chr5:-:53884780:TE	0.88	1.34	1.60	1.30	OK
chr5:-:53883942:TE	17.63	10.60	21.07	14.02	OK
chr5:-:891658:EX	12.05	9.15	11.07	11.85	OVERLAP
chr5:-:891645:EX	2.06	0.89	0.27	0.43	OVERLAP
chr3:+:122730673:TE	0.29	1.34	0.53	1.47	OVERLAP
chr3:+:122730839:TE	8.33	6.70	8.83	10.22	OVERLAP
chr6:+:4954257:TE	4.75	2.01	5.93	2.83	OK
chr6:+:4955543:TE	23.22	24.82	29.87	31.41	OK
chr6:+:36108532:TE	2.35	2.01	3.33	3.18	OK
chr6:+:36109804:TE	1.18	0.22	1.20	0.45	OVERLAP
chr6:+:36109882:TE	0.00	1.34	0.00	0.43	OVERLAP
chr6:+:36109948:TE	0.59	1.12	0.53	0.65	OVERLAP
chr6:+:36110059:TE	0.88	0.22	1.07	0.87	OVERLAP
chr6:+:36110175:TE	1.76	0.22	1.33	0.98	OVERLAP
chr6:+:36110752:TE	32.32	35.78	23.53	31.95	OK
chr6:+:36111235:TE	3.26	3.79	2.27	4.24	OK
chr17:-:79833483:TE	2.94	2.68	6.00	4.35	OVERLAP
chr17:-:79833158:TE	17.48	18.77	32.45	30.01	OVERLAP
chr9:-:122909164:TE	0.88	1.12	2.27	1.74	OK
chr9:-:122908055:TE	9.70	13.84	24.40	21.77	OK
chr1:-:220057770:TE	1.18	0.67	0.67	0.54	OVERLAP
chr1:-:220057729:TE	54.55	97.55	31.80	50.89	OVERLAP
chr1:-:220057530:TE	7.15	8.93	10.33	13.04	OVERLAP
chr14:-:24812493:TE	11.50	12.72	17.87	11.52	OVERLAP
chr14:-:24812394:TE	0.59	1.39	1.07	0.65	OVERLAP
chr14:-:24812354:TE	0.59	0.45	1.20	0.54	OVERLAP
chr14:-:24811054:TE	1.47	0.45	0.67	0.69	OK
chr14:-:24809657:TE	12.64	11.49	9.81	8.15	OK
chr15:+:65887922:TE	32.05	52.84	51.94	57.82	OVERLAP
chr15:+:65887965:TE	0.88	0.89	0.53	1.09	OVERLAP
chr15:+:65888011:TE	24.98	22.76	13.73	19.02	OVERLAP
chr15:+:65888083:TE	86.44	133.00	89.60	110.07	OVERLAP
chr15:+:65889450:TE	47.39	131.41	107.67	161.29	OVERLAP
chr15:+:65889566:TE	1.47	2.45	3.73	5.65	OVERLAP
chr15:+:65889746:TE	5.58	4.24	1.20	0.33	OVERLAP
chr15:+:65891977:TE	3.53	5.58	3.07	5.98	OK
chr12:+:95300915:TE	3.53	1.34	3.87	1.41	OVERLAP
chr12:+:95301170:TE	345.32	201.52	148.38	118.09	OVERLAP
chr12:+:95302510:TE	1.47	3.24	2.53	2.39	OVERLAP
chr12:+:95302699:TE	4.70	4.58	4.60	5.43	OVERLAP
chr12:+:95302797:TE	2.64	0.89	2.13	1.63	OVERLAP
chr14:+:22771697:TE	18.46	27.26	18.71	39.13	OVERLAP
chr14:+:22771783:TE	216.81	189.28	262.14	321.25	OVERLAP
chr14:+:22772533:TE	1.18	0.45	0.13	0.11	OVERLAP
chr14:+:22772638:TE	0.29	0.22	0.93	1.20	OVERLAP
chr16:-:46581246:TE	6.17	7.61	7.73	10.87	OK
chr16:-:46580540:TE	21.01	21.20	29.36	35.38	OK
chr7:+:112475747:TE	24.39	23.43	40.70	31.00	OK
chr7:+:112476185:TE	135.42	119.10	117.04	88.80	OK
chr7:+:112477197:TE	3.82	7.59	4.13	6.63	OK
chr20:+:44490506:TE	0.29	1.12	0.56	0.65	OK
chr20:+:44494601:TE	4.41	2.90	7.33	4.78	OK
chr8:-:100257344:TE	2.06	0.00	0.27	0.22	OVERLAP
chr8:-:100257068:TE	18.22	17.02	13.73	12.06	OVERLAP
chr3:-:180984611:TE	0.59	0.60	1.00	1.27	OVERLAP
chr3:-:180984557:TE	197.61	227.82	163.24	244.40	OVERLAP
chr3:-:180984509:TE	1.47	2.23	0.80	2.61	OVERLAP
chr3:-:180984027:TE	8.23	8.48	6.82	9.89	OVERLAP
chr3:-:180983712:TE	7.05	10.94	17.47	19.07	OVERLAP
chr6:+:10709391:TE	12.93	8.03	7.76	6.41	OVERLAP
chr6:+:10709583:TE	8.52	7.04	3.23	1.88	OVERLAP
chr6:+:10709781:TE	7.64	9.60	6.80	8.04	OVERLAP
chr11:-:72097367:TE	0.00	2.01	2.00	1.96	OVERLAP
chr11:-:72097293:TE	70.45	165.25	143.07	155.47	OVERLAP
chr20:+:25446148:TE	1.76	0.00	0.27	0.33	OK
chr20:+:25448561:TE	54.14	66.17	63.45	67.18	OK
chr1:+:45694186:TE	2.94	3.91	0.87	2.38	OVERLAP
chr1:+:45694447:TE	99.44	95.44	44.53	56.75	OVERLAP
chr1:-:67705244:TE	0.59	1.56	0.67	0.65	OVERLAP
chr1:-:67705078:TE	1.18	1.56	1.73	0.65	OVERLAP
chr1:-:67704713:TE	6.02	4.24	7.73	2.39	OVERLAP
chr1:-:67701592:TE	0.88	4.02	4.80	3.91	OVERLAP
chr1:-:67701539:TE	56.27	59.40	71.29	86.08	OVERLAP
chr1:-:67701476:TE	12.64	16.07	15.25	14.67	OVERLAP
chr5:+:177442056:TE	13.66	16.51	28.65	17.39	OK
chr5:+:177442641:TE	42.56	9.45	27.53	13.15	OVERLAP
chr5:+:177442842:TE	3.53	5.91	3.27	5.98	OVERLAP
chr5:+:177442891:TE	1.76	1.34	0.80	0.98	OVERLAP
chr3:-:196936856:TE	19.72	26.22	20.85	29.16	OK
chr3:-:196935479:TE	0.88	0.89	1.20	0.54	OVERLAP
chr3:-:196935408:TE	87.54	186.24	130.54	198.64	OVERLAP
chr14:-:50245471:TE	2.06	1.56	1.20	1.65	OVERLAP
chr14:-:50245402:TE	2.64	1.12	1.73	1.63	OVERLAP
chr14:-:50243618:TE	0.78	0.56	0.93	1.09	OVERLAP
chr14:-:50243510:TE	9.99	36.82	18.49	23.80	OVERLAP
chr14:-:50243391:TE	26.15	49.40	13.33	21.52	OVERLAP
chr12:-:50987941:TE	2.06	0.67	1.73	0.54	OK
chr12:-:50985994:TE	44.77	40.08	31.69	19.03	OK
chr2:+:55235509:TE	0.29	1.12	5.60	8.30	OVERLAP
chr2:+:55235579:TE	2.87	2.94	8.71	9.71	OVERLAP
chr2:+:55235608:TE	1838.04	1729.90	3115.42	4061.72	OVERLAP
chr2:+:55235656:TE	55.29	51.24	26.60	31.27	OVERLAP
chr2:+:55235873:TE	0.00	1.12	1.07	1.52	OVERLAP
chr16:-:75447114:TE	8.82	9.60	10.53	8.04	OVERLAP
chr16:-:75446935:TE	4.41	2.23	2.00	2.50	OVERLAP
chr16:-:75445721:TE	17.26	15.96	17.40	10.65	OK
chr16:-:75443056:TE	5.88	3.35	2.13	2.50	OK
chr14:-:24190233:TE	4.41	1.34	1.87	1.20	OVERLAP
chr14:-:24190022:TE	0.88	0.67	2.53	0.60	OVERLAP
chr9:-:92711515:TE	7.35	6.92	3.87	3.04	OVERLAP
chr9:-:92711364:TE	4.78	4.04	6.60	11.24	OVERLAP
chr9:-:129827567:TE	7.35	13.84	6.13	6.87	OVERLAP
chr9:-:129827277:TE	55.99	67.25	38.66	56.30	OVERLAP
chr1:+:27850638:TE	1.18	0.00	0.67	0.43	OK
chr1:+:27851527:TE	43.49	57.77	54.51	49.54	OVERLAP
chr1:+:27851673:TE	4.11	2.45	7.60	6.21	OVERLAP
chr7:+:77957224:TE	34.97	34.83	33.47	26.57	OVERLAP
chr7:+:77957345:TE	0.35	1.37	0.80	0.54	OVERLAP
chr7:+:77957501:TE	1.18	23.27	3.33	19.16	OVERLAP
chr6:+:31415259:TE	2.88	3.83	2.61	3.78	OVERLAP
chr6:+:31415313:TE	3.89	10.32	5.53	9.44	OVERLAP
chr9:+:113292708:TE	6.46	4.02	4.00	6.63	OVERLAP
chr9:+:113292770:TE	21.16	26.11	34.00	32.28	OVERLAP
chr9:+:113292882:TE	3.58	7.14	2.53	3.59	OVERLAP
chr5:+:134390492:TE	1.62	2.01	1.87	1.96	OVERLAP
chr5:+:134390599:TE	7.49	8.48	9.60	5.33	OVERLAP
chr5:+:134390652:TE	6.76	23.21	10.80	17.50	OVERLAP
chr5:+:134390776:TE	178.44	299.47	194.15	316.11	OVERLAP
chr5:+:134390987:TE	2.06	0.22	0.27	1.30	OVERLAP
chr5:+:134391207:TE	3.53	4.69	5.33	9.36	OVERLAP
chr5:+:134391534:TE	29.68	35.71	40.22	57.86	OVERLAP
chr5:+:134391630:TE	0.00	1.12	1.20	1.30	OVERLAP
chr17:-:78796872:TE	5.00	1.79	5.73	1.63	OK
chr17:-:78795653:TE	7.05	13.61	14.67	19.67	OK
chr2:+:69940640:TE	2.20	9.37	5.87	6.21	OK
chr2:+:69942959:TE	4.45	12.50	8.40	15.22	OK
chr3:+:131383463:TE	9.70	4.91	12.40	10.49	OVERLAP
chr3:+:131383640:TE	5.03	1.12	10.27	4.89	OVERLAP
chr3:+:131386085:TE	1.57	1.90	1.73	0.77	OK
chr3:+:131386743:TE	1.81	1.12	2.53	1.52	OVERLAP
chr3:+:131387015:TE	1.47	0.67	0.53	0.00	OVERLAP
chr3:+:131388824:TE	2.06	3.39	2.93	3.37	OK
chr17:-:63819836:TE	25.34	24.33	24.00	24.62	OK
chr17:-:63819436:TE	28.86	26.16	42.35	49.72	OK
chr17:-:46762553:TE	4.41	3.53	4.49	3.99	OVERLAP
chr17:-:46762503:TE	4.02	3.05	3.33	2.90	OVERLAP
chr3:+:133587283:TE	13.52	14.28	14.93	12.85	OVERLAP
chr3:+:133587332:TE	7.05	3.84	2.80	4.13	OVERLAP
chr3:+:133588317:TE	1.18	0.56	1.60	0.65	OK
chr3:+:133590279:TE	26.83	26.08	76.41	65.32	OK
chr6:+:89631495:TE	4.41	10.77	6.00	6.47	OK
chr6:+:89633683:TE	2.06	3.79	3.53	1.79	OVERLAP
chr6:+:89633831:TE	10.28	3.24	6.80	5.98	OVERLAP
chr2:-:199271664:TE	0.59	1.12	1.07	1.85	OK
chr2:-:199269485:TE	11.46	26.84	12.27	14.35	OK
chr9:-:136862271:TE	1.18	0.67	1.60	0.87	OVERLAP
chr9:-:136862119:TE	161.89	84.63	226.78	146.26	OVERLAP
chr2:+:48515136:TE	3.53	8.70	4.93	7.63	OVERLAP
